Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1745017641.06,0,0,11.6,5.0,7.0,8.0,18.155,58.381480116791124,1003.8190523861587,78.81663381279049,187046.5
1745017646.08,0,0,17.4,5.0,7.5,8.5,18.271503906249997,58.20573360511349,1003.823538246331,78.77900218092783,185904.5
1745017651.07,0,0,16.2,5.0,8.0,9.0,18.3399609375,58.0463165787601,1003.8262187663229,78.75651548940735,185900.5
1745017656.13,0,0,15.6,5.5,8.0,8.0,18.3903515625,57.79386486315754,1003.8312037530047,78.71469694558724,186165.5
1745017661.11,0,0,16.8,6.0,8.0,8.0,18.39767578125,57.68152907287701,1003.8608569280061,78.46594299639656,186958.5
1745017666.14,0,0,18.6,6.0,8.0,8.0,18.43380859375,57.5990187515695,1003.840154156414,78.63961341386593,185695.0
1745017671.18,0,0,15.8,6.0,8.0,8.0,18.49064453125,57.49668545890371,1003.8132545730177,78.86527157295961,186587.5
1745017676.17,0,0,17.4,6.0,8.0,8.0,18.456660156250003,57.40481709019136,1003.8115203705504,78.87981981502898,187330.0
1745017681.14,0,0,16.0,6.0,8.0,8.0,18.40998046875,57.28868337353329,1003.8223074543048,78.78932720279957,188887.5
1745017686.08,0,0,11.4,6.0,8.0,8.0,18.4003125,57.319692258405865,1003.8240542547469,78.7746734570465,188945.0
1745017691.07,0,0,16.2,5.0,8.0,8.0,18.406171875,57.317247584244086,1003.8232772778263,78.78119141862406,188781.0
1745017696.11,0,0,15.8,5.0,8.0,8.0,18.382343749999997,57.41099599557857,1003.8349963356549,78.68288149195882,189597.5
1745017701.09,0,0,13.8,6.0,9.0,9.0,18.4192578125,57.50001722674617,1003.827483295159,78.74590749963626,188403.0
1745017706.13,0,0,16.0,5.5,8.5,8.5,18.4675,57.59061445658487,1003.8168811522879,78.83484822307088,190309.5
1745017711.07,0,0,18.0,5.0,8.0,8.0,18.46017578125,57.53139678197607,1003.8260920631521,78.75757841015579,189268.0
1745017716.07,0,0,15.6,5.0,8.0,8.0,18.493281250000003,57.47116912048293,1003.8161567821027,78.84092498759233,190694.0
1745017721.14,0,0,17.2,5.0,8.0,8.0,18.45509765625,57.35612796599159,1003.8231616668975,78.78216126133881,191803.0
1745017726.11,0,0,17.4,4.0,7.0,7.0,18.35373046875,57.32959854481899,1003.8088103723805,78.90255402789302,192701.0
1745017731.14,0,0,14.8,4.0,7.0,7.0,18.1805859375,57.51322424455244,1003.7977550378755,78.99529799815235,193493.0
1745017736.06,0,0,15.6,4.0,7.0,7.0,18.15509765625,57.6715308996827,1003.8107777423979,78.88604976276844,192363.0
1745017741.06,0,0,17.8,3.0,6.0,6.0,18.19552734375,57.76436177167654,1003.8246290924023,78.76985113044776,192026.0
1745017746.11,0,0,15.6,3.0,6.0,7.0,18.26525390625,57.89359747432762,1003.8303882299231,78.72153828771526,192532.0
1745017751.06,0,0,13.0,3.0,6.0,7.0,18.3083203125,57.91561315406267,1003.8386804640462,78.65197603736121,191024.0
1745017756.1,0,0,13.4,3.5,6.0,7.0,18.40734375,57.91279184350056,1003.8422144762706,78.6223297190997,191635.5
1745017761.06,0,0,17.2,4.0,6.0,7.0,18.4872265625,57.83610343600314,1003.8225103542937,78.78762508268015,191584.5
1745017766.09,0,0,15.8,4.0,6.0,6.5,18.533125,57.719226985747596,1003.8264000442448,78.75499481325237,192870.5
1745017771.11,0,0,15.4,4.0,6.0,7.0,18.64357421875,57.55287449869999,1003.8167720464828,78.8357635223503,193835.0
1745017776.06,0,0,14.6,4.0,7.0,7.0,18.69162109375,57.39439984421829,1003.8193005361306,78.81455209549489,193324.0
1745017781.06,0,0,16.6,4.0,7.0,7.0,18.74591796875,57.25626676216913,1003.8200226223169,78.80849453409593,192477.5
1745017786.14,0,0,14.2,4.0,7.0,8.0,18.80841796875,57.12255287303908,1003.8299419916978,78.72528171890434,194293.0
1745017791.04,0,0,18.0,4.0,7.5,8.5,18.78244140625,56.99963691131697,1003.8210635389055,78.7997623563401,195968.0
1745017796.14,0,0,15.6,4.0,8.0,9.0,18.73234375,56.88970089736722,1003.8225903362752,78.78695411905923,196436.5
1745017801.08,0,0,12.8,5.0,9.0,9.0,18.74533203125,56.87209152082376,1003.8291455233946,78.73196320099392,196202.0
1745017806.1,0,0,15.8,4.5,8.5,9.0,18.7659375,56.890972941343804,1003.8210685968497,78.79971990426615,196554.0
1745017811.14,0,0,15.8,4.0,8.0,9.0,18.7462109375,56.875433655004144,1003.8171517371798,78.83257828942727,197974.0
1745017816.07,0,0,17.0,4.0,7.5,9.0,18.70861328125,56.925224651302614,1003.8209963973459,78.80032558998064,197972.0
1745017821.08,0,0,15.4,4.0,7.0,9.0,18.641718750000003,57.09695032435484,1003.815231406324,78.84868793376556,197674.5
1745017826.06,0,0,16.6,4.0,7.0,8.0,18.5727734375,57.18455958556268,1003.8109464390238,78.88463451273739,198508.0
1745017831.08,0,0,17.6,4.0,7.0,8.0,18.553046875,57.36282455215991,1003.8213795230896,78.79711166741913,198450.0
1745017836.1,0,0,12.8,4.0,6.0,8.0,18.4540234375,57.51116296587864,1003.8246705259808,78.76950354894976,198508.0
1745017841.06,0,0,12.0,4.0,6.0,7.5,18.491816406250003,57.68451251111351,1003.8212099557436,78.79853404964834,198091.5
1745017846.09,0,0,12.0,4.0,6.0,7.0,18.48888671875,57.70030405618181,1003.8389204542154,78.6499626709815,198090.5
1745017851.1,0,0,15.6,3.0,5.5,6.5,18.53458984375,57.69352232624061,1003.8635953803072,78.44297102573056,197683.5
1745017856.06,0,0,16.2,3.0,5.0,6.0,18.54494140625,57.65607222914915,1003.858808678729,78.48312511155457,198568.5
1745017861.12,0,0,16.6,3.0,5.0,5.0,18.549140625,57.62750858659244,1003.8492215306188,78.56354908612144,199955.0
1745017866.07,0,0,17.0,3.0,5.0,5.5,18.4606640625,57.62852406230047,1003.8472196896996,78.58034204132926,200991.5
1745017871.09,0,0,13.4,3.0,5.0,6.0,18.499140625000003,57.6952127594705,1003.8373454738567,78.66317496996334,199590.5
1745017876.09,0,0,16.4,3.0,6.0,6.0,18.519453125,57.67852965165642,1003.8439933495986,78.60740711212539,200015.0
1745017881.06,0,0,16.0,3.0,6.0,6.0,18.52248046875,57.61420372870246,1003.853490541059,78.52773744252636,199469.5
1745017886.09,0,0,16.8,3.0,6.0,6.0,18.564765625,57.613433804753015,1003.8595331056579,78.47704811777919,198630.0
1745017891.06,0,0,14.4,3.0,6.0,6.0,18.60294921875,57.59269495732134,1003.8618062209503,78.45797970526716,198509.0
1745017896.13,0,0,15.2,4.0,6.0,6.0,18.68390625,57.568022898644145,1003.8734812770417,78.36004194291581,199409.5
1745017901.12,0,0,17.0,3.5,6.0,6.0,18.72970703125,57.52566864401156,1003.8763206951494,78.33622321423971,200382.5
1745017906.12,0,0,14.8,3.0,6.0,6.0,18.7930859375,57.49539972837766,1003.8835534067105,78.27555127524255,198091.5
1745017911.09,0,0,17.4,3.0,6.0,6.0,18.853828125,57.35806157840579,1003.883643177028,78.2747982220269,199593.0
1745017916.05,0,0,13.0,3.0,5.5,5.5,18.89552734375,57.27963908986265,1003.8733906259862,78.3608023516136,199172.0
1745017921.13,0,0,14.0,3.0,5.0,5.0,18.92140625,57.01828820647718,1003.8609525400581,78.46514096392096,203729.5
