Both Sensors Readings
Current Time,Temperature (C),Gas (ohm),Humidity (%),Pressure (hPa),Altitude (m),PM1.0 (standard),PM2.5 (standard),PM10 (standard),PM1.0 (env),PM2.5 (env),PM10 (env),Particles >0.3um,Particles >0.5um,Particles >1.0um,Particles >2.5um,Particles >5.0um,Particles >10um
2025-02-28 16:15:15,20.7661328125,154243,45.8782520156732,999.3690158674617,116.21500205128508,11,16,19,11,16,19,2037,564,99,15,4,1
2025-02-28 16:15:16,20.7501171875,154669,45.925022774298164,999.3589166237375,116.30002990812868,11,16,17,11,16,17,1998,552,97,11,1,1
2025-02-28 16:15:17,20.7352734375,155240,45.953700486837114,999.3594418528977,116.29560786581969,11,18,18,11,18,18,2100,581,114,14,1,1
2025-02-28 16:15:18,20.72296875,155384,45.98267616496383,999.3694761973076,116.21112644496725,11,18,19,11,18,19,2031,566,116,17,2,1
2025-02-28 16:15:19,20.7114453125,154669,46.029991971947595,999.3722199212912,116.18802653019208,12,20,21,12,20,21,2181,618,132,20,2,1
2025-02-28 16:15:20,20.699140625,154811,46.05897874026074,999.3684547010059,116.21972662255048,11,19,20,11,19,20,2049,582,121,18,2,1
2025-02-28 16:15:21,20.6883984375,155097,46.10640395992307,999.3673572440223,116.22896633593919,11,19,20,11,19,20,2031,582,129,20,2,1
2025-02-28 16:15:22,20.678046875,154527,46.1295430106679,999.3669263936708,116.23259375485607,10,19,20,10,19,20,1989,565,137,20,2,1
2025-02-28 16:15:23,20.6684765625,155384,46.171034885892105,999.362655378373,116.26855239142205,10,19,20,10,19,20,1989,565,137,20,2,1
2025-02-28 16:15:24,20.6587109375,155240,46.194249466207076,999.3649489424799,116.24924234486825,10,19,20,10,19,20,1989,565,137,20,2,1
2025-02-28 16:15:24,20.6606640625,155960,46.23100586712563,999.373458218451,116.17760109640795,10,18,18,10,18,18,1866,536,129,17,1,0
2025-02-28 16:15:25,20.6622265625,156541,46.255544904248524,999.3709527704257,116.1986948990454,10,18,18,10,18,18,1866,536,129,17,1,0
2025-02-28 16:15:26,20.65109375,156250,46.27252029712734,999.365737326375,116.24260476684577,10,18,18,10,18,18,1866,536,129,17,1,0
2025-02-28 16:15:27,20.64796875,157126,46.29651962240181,999.3690234126577,116.2149385268062,10,18,18,10,18,18,1842,530,133,17,1,0
2025-02-28 16:15:28,20.6469921875,157273,46.30249722232867,999.3742539377596,116.17090180612534,10,18,18,10,18,18,1842,530,133,17,1,0
2025-02-28 16:15:29,20.6341015625,156687,46.3253637659625,999.3815566377189,116.10941938910817,10,18,18,10,18,18,1842,530,133,17,1,0
2025-02-28 16:15:30,20.6329296875,156250,46.349597222746986,999.3899024800265,116.03915506122841,9,17,18,9,17,18,1827,526,123,17,1,0
2025-02-28 16:15:30,20.633515625,157864,46.3557584633869,999.392627702497,116.0162112936201,9,17,18,9,17,18,1827,526,123,17,1,0
2025-02-28 16:15:31,20.618671875,156979,46.360123023786954,999.3931444369291,116.01186088946717,9,17,18,9,17,18,1827,526,123,17,1,0
2025-02-28 16:15:32,20.6145703125,158012,46.377925719545104,999.4051088429441,115.91113267158745,9,16,17,9,16,17,1764,507,117,17,1,0
2025-02-28 16:15:33,20.61046875,158012,46.38963583869917,999.4050017037797,115.91203467083963,9,16,17,9,16,17,1764,507,117,17,1,0
2025-02-28 16:15:34,20.5942578125,157864,46.39993580653687,999.4066304311654,115.89832250513297,9,16,17,9,16,17,1764,507,117,17,1,0
2025-02-28 16:15:35,20.58859375,158012,46.43584574003167,999.3986810107994,115.96524840652891,9,15,17,9,15,17,1731,499,102,15,2,0
2025-02-28 16:15:36,20.5848828125,157273,46.42931772394522,999.3888941748367,116.04764403972501,9,15,17,9,15,17,1731,499,102,15,2,0
2025-02-28 16:15:37,20.5690625,158161,46.45185643630591,999.3946373085225,115.99929236472482,9,15,17,9,15,17,1731,499,102,15,2,0
2025-02-28 16:15:37,20.5665234375,158608,46.46375287523239,999.3971981212632,115.97773285111558,10,15,16,10,15,16,1788,503,96,12,1,0
2025-02-28 16:15:38,20.56515625,157420,46.49407824179071,999.3896899471961,116.04094438658622,10,15,16,10,15,16,1788,503,96,12,1,0
2025-02-28 16:15:39,20.5528515625,157864,46.50483807437418,999.3893659477161,116.04367215626968,10,15,16,10,15,16,1788,503,96,12,1,0
2025-02-28 16:15:40,20.5493359375,157716,46.510525788825454,999.3885342655527,116.05067413804517,9,14,15,9,14,15,1758,495,88,9,1,0
2025-02-28 16:15:41,20.5462109375,159209,46.546752608261514,999.3900940250073,116.03754243397478,9,14,15,9,14,15,1758,495,88,9,1,0
2025-02-28 16:15:42,20.528828125,157716,46.5508226945678,999.3879925219616,116.0552351122157,9,14,15,9,14,15,1758,495,88,9,1,0
2025-02-28 16:15:43,20.524140625,157864,46.56247432272669,999.3955043794833,115.99199247874941,9,14,15,9,14,15,1731,487,88,9,1,0
2025-02-28 16:15:43,20.5219921875,158758,46.59272409482012,999.4004559556581,115.9503051683703,9,14,15,9,14,15,1731,487,88,9,1,0
2025-02-28 16:15:44,20.506171875,159360,46.60917879791617,999.3941244865808,116.00360982426618,9,14,15,9,14,15,1731,487,88,9,1,0
2025-02-28 16:15:45,20.502265625,159360,46.633128510402145,999.4012458314213,115.94365522129644,9,14,16,9,14,16,1725,489,88,11,2,0
2025-02-28 16:15:46,20.49953125,159209,46.66332120705018,999.3982994555911,115.96846071776969,9,14,16,9,14,16,1725,489,88,11,2,0
2025-02-28 16:15:47,20.48625,158459,46.65566580859624,999.3894071129943,116.04332558346236,9,14,16,9,14,16,1725,489,88,11,2,0
2025-02-28 16:15:48,20.4837109375,157864,46.69809240400153,999.3919666922895,116.02177636292147,9,15,17,9,15,17,1761,498,88,11,3,0
2025-02-28 16:15:49,20.4815625,159059,46.72836417039261,999.3969175883504,115.9800946589403,9,15,17,9,15,17,1761,498,88,11,3,0
2025-02-28 16:15:49,20.4692578125,157420,46.73913476723915,999.4000371581647,115.95383101719983,9,15,17,9,15,17,1761,498,88,11,3,0
2025-02-28 16:15:50,20.4669140625,158310,46.763283852166964,999.399481877512,115.95850591721585,10,16,18,10,16,18,1821,519,98,14,3,0
2025-02-28 16:15:51,20.4653515625,159059,46.77531387009249,999.3916406283569,116.02452150828614,10,16,18,10,16,18,1821,519,98,14,3,0
2025-02-28 16:15:52,20.45265625,159059,46.79214796197731,999.3889199236546,116.04742725888057,10,16,18,10,16,18,1821,519,98,14,3,0
2025-02-28 16:15:53,20.4508984375,159059,46.810264569199546,999.3945375524704,116.00013221304806,10,17,19,10,17,19,1920,550,102,14,3,0
2025-02-28 16:15:54,20.44953125,159209,46.83453733592468,999.3887540711066,116.0488235815105,10,17,19,10,17,19,1920,550,102,14,3,0
2025-02-28 16:15:55,20.4360546875,158459,46.84517547812883,999.3881461078947,116.05394206215453,10,17,19,10,17,19,1920,550,102,14,3,0
2025-02-28 16:15:56,20.4305859375,159815,46.86286213202416,999.3874244535696,116.06001771872612,10,17,19,10,17,19,1884,539,106,14,3,0
2025-02-28 16:15:56,20.4247265625,159967,46.86828480562587,999.3894833731313,116.04268354507286,10,17,19,10,17,19,1884,539,106,14,3,0
2025-02-28 16:15:57,20.4063671875,159511,46.88446195342979,999.3770851174855,116.1470656785503,10,17,19,10,17,19,1884,539,106,14,3,0
2025-02-28 16:15:58,20.3997265625,160885,46.89590385008222,999.3726371292528,116.18451398444368,11,18,21,11,18,21,1998,574,112,16,4,1
2025-02-28 16:15:59,20.395234375,160272,46.883156726204724,999.3787546733197,116.13300946271534,11,18,21,11,18,21,1998,574,112,16,4,1
2025-02-28 16:16:00,20.3782421875,158459,46.905605634847326,999.3721381229213,116.18871520490497,11,18,21,11,18,21,1998,574,112,16,4,1
2025-02-28 16:16:01,20.370234375,160425,46.9107773245886,999.3739732056581,116.1732653348531,11,19,22,11,19,22,2055,589,120,18,3,1
2025-02-28 16:16:02,20.3659375,160578,46.95305367677821,999.3786997074437,116.1334722275373,11,19,22,11,19,22,2055,589,120,18,3,1
2025-02-28 16:16:02,20.350703125,159360,46.97571610273862,999.3871506468312,116.06232291710369,11,19,22,11,19,22,2055,589,120,18,3,1
2025-02-28 16:16:03,20.3450390625,159663,47.005618210687516,999.3912646838878,116.02768660078901,12,20,22,12,20,22,2043,596,126,18,3,1
2025-02-28 16:16:04,20.3383984375,161970,46.99872477763366,999.3868151738279,116.06514728884498,12,20,22,12,20,22,2043,596,126,18,3,1
2025-02-28 16:16:05,20.3196484375,160272,46.99041049967184,999.3944287394306,116.00104831241782,12,20,22,12,20,22,2043,596,126,18,3,1
2025-02-28 16:16:06,20.312421875,160578,47.00178902572669,999.4044907510196,115.91633635757256,11,19,21,11,19,21,1986,573,126,18,3,1
2025-02-28 16:16:07,20.3071484375,161039,46.995056712874444,999.402376127469,115.93413929055961,11,19,21,11,19,21,1986,573,126,18,3,1
2025-02-28 16:16:08,20.2883984375,161348,46.99896961670191,999.4134335389522,115.8410477128875,11,19,21,11,19,21,1986,573,126,18,3,1
2025-02-28 16:16:08,20.2805859375,161503,46.97360204785137,999.4104275861974,115.86635453737323,11,19,21,11,19,21,1968,564,124,17,3,1
2025-02-28 16:16:09,20.27453125,161503,46.93011178430635,999.4087010917779,115.88088975417946,11,19,21,11,19,21,1968,564,124,17,3,1
2025-02-28 16:16:10,20.2536328125,162283,46.8787862348145,999.4143608182727,115.83324105072683,11,19,21,11,19,21,1968,564,124,17,3,1
2025-02-28 16:16:11,20.2458203125,162597,46.82900961414447,999.416524339038,115.81502663122335,11,17,18,11,17,18,1917,541,108,12,2,1
2025-02-28 16:16:12,20.23859375,163705,46.791527461131594,999.4214121525582,115.77387683823241,11,17,18,11,17,18,1917,541,108,12,2,1
2025-02-28 16:16:13,20.21828125,162283,46.72811167795462,999.4228987010346,115.76136183456737,11,17,18,11,17,18,1917,541,108,12,2,1
2025-02-28 16:16:14,20.2091015625,163070,46.7026298666723,999.4192779263598,115.79184455895725,11,16,17,11,16,17,1893,530,104,12,1,1
2025-02-28 16:16:15,20.201875,162912,46.67127922312308,999.4224408733087,115.76521620822005,11,16,17,11,16,17,1893,530,104,12,1,1
2025-02-28 16:16:15,20.1813671875,162597,46.650586866190174,999.4322069726801,115.68299739088278,11,16,17,11,16,17,1893,530,104,12,1,1
2025-02-28 16:16:16,20.171015625,163387,46.62498244329726,999.4334756095674,115.67231704100338,11,16,17,11,16,17,1914,530,100,9,1,1
2025-02-28 16:16:17,20.16203125,163228,46.60563999500047,999.431910059777,115.68549703103514,11,16,17,11,16,17,1914,530,100,9,1,1
2025-02-28 16:16:18,20.1415234375,163387,46.584959058523495,999.42960904497,115.70486875584562,11,16,17,11,16,17,1914,530,100,9,1,1
2025-02-28 16:16:19,20.1313671875,163546,46.553293353489224,999.4294863735339,115.70590150001895,11,15,16,11,15,16,1833,499,92,8,1,1
2025-02-28 16:16:20,20.12296875,164024,46.55231660037428,999.4289206598256,115.71066412217372,11,15,16,11,15,16,1833,499,92,8,1,1
2025-02-28 16:16:21,20.104609375,163387,46.544085901894405,999.4268414223349,115.72816879459137,11,15,16,11,15,16,1833,499,92,8,1,1
2025-02-28 16:16:21,20.099921875,163070,46.54963667895461,999.4205543798781,115.78109829020687,11,15,16,11,15,16,1839,506,88,7,1,1
2025-02-28 16:16:22,20.097578125,163546,46.56155624524865,999.4217186409219,115.77129656258492,11,15,16,11,15,16,1839,506,88,7,1,1
2025-02-28 16:16:23,20.084296875,163070,46.584398011901996,999.4231462690259,115.75927760240829,11,15,16,11,15,16,1839,506,88,7,1,1
2025-02-28 16:16:24,20.0825390625,163070,46.61468092892735,999.4235885504244,115.755554112742,10,14,14,10,14,14,1758,475,80,4,0,0
2025-02-28 16:16:25,20.0801953125,162912,46.64490083180491,999.4195833871781,115.78927292960452,10,14,14,10,14,14,1758,475,80,4,0,0
2025-02-28 16:16:26,20.0657421875,163228,46.66761550782542,999.4224534520222,115.76511031015474,10,14,14,10,14,14,1758,475,80,4,0,0
2025-02-28 16:16:27,20.0622265625,163228,46.68550623365803,999.4216146699968,115.77217187681084,10,13,14,10,13,14,1722,452,76,4,1,1
2025-02-28 16:16:28,20.0628125,164024,46.73438446220628,999.4226159808733,115.76374200728421,10,13,14,10,13,14,1722,452,76,4,1,1
2025-02-28 16:16:28,20.0503125,163387,46.75123409753344,999.4270995706097,115.72599549580082,10,13,14,10,13,14,1722,452,76,4,1,1
2025-02-28 16:16:29,20.0489453125,163865,46.781590368835936,999.4213171696138,115.77467648430864,10,13,14,10,13,14,1740,458,78,5,1,1
2025-02-28 16:16:30,20.046796875,163070,46.80575607618361,999.4279835234993,115.71855367634247,10,13,14,10,13,14,1740,458,78,5,1,1
2025-02-28 16:16:31,20.03390625,163387,46.82256581737197,999.423183726547,115.75896225404283,10,13,14,10,13,14,1740,458,78,5,1,1
2025-02-28 16:16:32,20.03,163546,46.877063362169466,999.4182310574101,115.80065799830946,9,13,14,9,13,14,1716,451,78,5,1,1
2025-02-28 16:16:33,20.03,163546,46.90760066201055,999.4268457291676,115.72813253622441,9,13,14,9,13,14,1716,451,78,5,1,1
2025-02-28 16:16:34,20.0165234375,162440,46.93656744175702,999.4262124636414,115.73346387416893,9,13,14,9,13,14,1716,451,78,5,1,1
2025-02-28 16:16:34,20.0130078125,164024,46.978923846542,999.4253729625739,115.74053147279534,9,13,14,9,13,14,1722,456,78,5,1,1
2025-02-28 16:16:35,20.01203125,163546,47.00936421732733,999.4202582476041,115.78359138195857,9,13,14,9,13,14,1722,456,78,5,1,1
2025-02-28 16:16:36,19.9993359375,162597,47.032325130723194,999.417513531341,115.80669875156367,9,13,14,9,13,14,1722,456,78,5,1,1
2025-02-28 16:16:37,19.9973828125,163705,47.06877328899278,999.4124527788846,115.84930462993248,10,14,14,10,14,14,1773,477,84,5,1,1
2025-02-28 16:16:38,19.9958203125,163865,47.099160131361906,999.416673833748,115.81376805452695,10,14,14,10,14,14,1773,477,84,5,1,1
2025-02-28 16:16:39,19.9825390625,163070,47.122062573599614,999.4198181964791,115.78729610533539,10,14,14,10,14,14,1773,477,84,5,1,1
2025-02-28 16:16:40,19.9813671875,163070,47.1892056697363,999.4264294397127,115.73163719498045,10,15,15,10,15,15,1812,500,92,5,1,1
2025-02-28 16:16:41,19.981953125,164024,47.22598398765103,999.4291536461737,115.70870265990551,10,15,15,10,15,15,1812,500,92,5,1,1
2025-02-28 16:16:41,19.9700390625,162912,47.26130121252277,999.4260196408353,115.73508721199677,10,15,15,10,15,15,1812,500,92,5,1,1
2025-02-28 16:16:42,19.970625,164667,47.32258160003999,999.4356349377954,115.65413819945306,10,15,16,10,15,16,1800,504,86,6,1,1
2025-02-28 16:16:43,19.971796875,164667,47.3472101787754,999.4376377763424,115.63727683361778,10,15,16,10,15,16,1800,504,86,6,1,1
2025-02-28 16:16:44,19.9610546875,163070,47.37656378821721,999.4433969986088,115.58879162327646,10,15,16,10,15,16,1800,504,86,6,1,1
2025-02-28 16:16:45,19.95890625,164024,47.431436051848245,999.4328340824705,115.67771790249606,10,15,16,10,15,16,1845,529,92,6,1,1
2025-02-28 16:16:46,19.959296875,164024,47.46824196945076,999.4352244488905,115.65759399990777,10,15,16,10,15,16,1845,529,92,6,1,1
2025-02-28 16:16:47,19.94875,164506,47.49763715786255,999.4327032262471,115.67881954973923,10,15,16,10,15,16,1845,529,92,6,1,1
2025-02-28 16:16:47,19.9469921875,164506,47.53420314456906,999.4348670548061,115.66060280966794,10,16,16,10,16,16,1857,527,98,9,1,1
2025-02-28 16:16:48,19.9481640625,164506,47.55273105927172,999.4351472230342,115.65824414464616,10,16,16,10,16,16,1857,527,98,9,1,1
2025-02-28 16:16:49,19.9372265625,163705,47.569831152763676,999.4336805829491,115.67059142026062,10,16,16,10,16,16,1857,527,98,9,1,1
2025-02-28 16:16:50,19.9368359375,164828,47.60044130289033,999.4312902609237,115.69071497427035,10,16,17,10,16,17,1911,537,102,9,1,1
2025-02-28 16:16:51,19.9364453125,165315,47.62492405473014,999.4306226277216,115.69633562675804,10,16,17,10,16,17,1911,537,102,9,1,1
2025-02-28 16:16:52,19.924140625,164024,47.641868546780564,999.4250961343153,115.74286203791901,10,16,17,10,16,17,1911,537,102,9,1,1
2025-02-28 16:16:53,19.9235546875,164667,47.65406603314104,999.425817329108,115.73679043549143,10,15,15,10,15,15,1779,514,94,6,0,0
2025-02-28 16:16:54,19.9255078125,164667,47.66656458341198,999.4257102116627,115.73769223676166,10,15,15,10,15,15,1779,514,94,6,0,0
2025-02-28 16:16:54,19.914375,164506,47.68365098403802,999.4394125203029,115.62233575839245,10,15,15,10,15,15,1779,514,94,6,0,0
2025-02-28 16:16:55,19.9137890625,165152,47.677447242591526,999.4401336664831,115.6162646356455,10,15,16,10,15,16,1830,530,94,6,1,0
2025-02-28 16:16:56,19.9153515625,165477,47.68376647774556,999.4428042866562,115.59378148166887,10,15,16,10,15,16,1830,530,94,6,1,0
2025-02-28 16:16:57,19.903046875,164990,47.64550868517297,999.4407217930274,115.61131336966818,10,15,16,10,15,16,1830,530,94,6,1,0
2025-02-28 16:16:58,19.9020703125,165477,47.63312747728197,999.442497828796,115.5963614564332,10,15,15,10,15,15,1785,513,90,6,1,0
2025-02-28 16:16:59,19.9036328125,165967,47.627179500948245,999.4417232870077,115.60288208913806,10,15,15,10,15,15,1785,513,90,6,1,0
2025-02-28 16:17:00,19.891328125,166625,47.60119824854128,999.4361950822582,115.64942248922249,10,15,15,10,15,15,1785,513,90,6,1,0
2025-02-28 16:17:00,19.889765625,166625,47.5764896617812,999.4352469749699,115.65740435861092,10,16,16,10,16,16,1905,544,98,9,1,0
2025-02-28 16:17:01,19.8907421875,167455,47.53982522229293,999.4369161461742,115.64335204320795,10,16,17,10,16,17,1854,532,100,12,2,0
2025-02-28 16:17:02,19.8794140625,167122,47.49559016097081,999.441669306937,115.60333653115343,10,16,17,10,16,17,1833,526,92,12,2,0
2025-02-28 16:17:03,19.86828125,165640,47.47589650575887,999.438143051415,115.63302306128863,10,15,16,10,15,16,1800,512,88,12,2,0
2025-02-28 16:17:04,19.858515625,165152,47.48699999067066,999.4335083293031,115.67204158153532,9,16,17,9,16,17,1755,495,92,17,2,0
2025-02-28 16:17:05,19.84953125,165152,47.461434875954545,999.4336536247196,115.67081837498166,9,16,17,9,16,17,1800,503,102,17,2,0
2025-02-28 16:17:06,19.842109375,164506,47.47281356462354,999.434746931146,115.66161410036275,10,17,18,10,17,18,1806,518,106,18,2,0
2025-02-28 16:17:07,19.83546875,165315,47.47203147010611,999.4337305464273,115.67017079000668,10,17,18,10,17,18,1863,526,104,19,2,0
2025-02-28 16:17:08,19.8298046875,164506,47.4836176985141,999.4378280682705,115.6356748178317,10,17,18,10,17,18,1830,522,106,21,1,0
2025-02-28 16:17:09,19.8243359375,164667,47.50135490053061,999.442259236834,115.59837008945844,11,18,19,11,18,19,1866,541,110,24,1,0
2025-02-28 16:17:09,19.81984375,165315,47.53759384690774,999.4466371333649,115.56151397445217,11,18,19,11,18,19,1815,537,104,22,1,0
2025-02-28 16:17:10,19.81515625,165640,47.55542814798767,999.4489586506689,115.54196991352384,11,18,18,11,18,18,1833,539,104,20,0,0
2025-02-28 16:17:11,19.8114453125,164828,47.585639459926725,999.4495046593977,115.53737325794279,10,18,19,10,18,19,1797,529,110,22,0,0
2025-02-28 16:17:12,19.8083203125,166131,47.62205638197079,999.4510522027995,115.5243450450152,10,18,19,10,18,19,1797,529,110,22,0,0
2025-02-28 16:17:13,19.8048046875,165477,47.633904941813796,999.4467649364306,115.5604380431587,10,18,19,10,18,19,1797,529,110,22,0,0
2025-02-28 16:17:14,19.8110546875,165477,47.67143890731576,999.4385028018471,115.62999442207584,10,18,19,10,18,19,1785,520,116,21,0,0
2025-02-28 16:17:15,19.818671875,166460,47.69687419521343,999.4446339627776,115.57837801269687,10,18,19,10,18,19,1785,520,116,21,0,0
2025-02-28 16:17:16,19.8130078125,166296,47.72074345506422,999.4487308660122,115.54388755308915,10,18,19,10,18,19,1785,520,116,21,0,0
2025-02-28 16:17:17,19.8173046875,166625,47.74579377821845,999.4491864165102,115.54005243271027,10,17,18,10,17,18,1779,514,104,17,0,0
2025-02-28 16:17:17,19.8227734375,166460,47.7771237172589,999.4464779081957,115.5628544380932,10,17,18,10,17,18,1779,514,104,17,0,0
2025-02-28 16:17:18,19.815546875,166131,47.77626853074868,999.4410145471509,115.60884875889553,10,17,18,10,17,18,1779,514,104,17,0,0
2025-02-28 16:17:19,19.8192578125,167122,47.788982339647255,999.4439131716796,115.5844461239841,10,16,17,10,16,17,1734,506,100,15,1,0
2025-02-28 16:17:20,19.825703125,166956,47.81429749307232,999.4463186437924,115.56419523220616,10,16,17,10,16,17,1734,506,100,15,1,0
2025-02-28 16:17:21,19.81984375,166131,47.81974218676491,999.4449147555223,115.57601410873505,10,16,17,10,16,17,1734,506,100,15,1,0
2025-02-28 16:17:22,19.8247265625,167789,47.83873750741601,999.4446493454972,115.57824851050412,10,16,17,10,16,17,1722,502,96,15,1,0
2025-02-28 16:17:23,19.8290234375,167289,47.839246548598965,999.4399374493497,115.61791653103278,10,16,17,10,16,17,1722,502,96,15,1,0
2025-02-28 16:17:23,19.8221875,166460,47.856855648519506,999.440309174262,115.6147870865571,10,16,17,10,16,17,1722,502,96,15,1,0
2025-02-28 16:17:24,19.826875,166625,47.85741111768692,999.436265028913,115.64883362671782,10,16,17,10,16,17,1764,523,106,14,1,0
2025-02-28 16:17:25,19.833515625,167289,47.88276021827289,999.440726504947,115.61127370139711,10,16,17,10,16,17,1764,523,106,14,1,0
2025-02-28 16:17:26,19.8284375,166791,47.88215817636276,999.4406582799827,115.6118480673675,10,16,17,10,16,17,1764,523,106,14,1,0
2025-02-28 16:17:27,19.8344921875,167122,47.8890170863436,999.445840615177,115.56821959738153,10,16,17,10,16,17,1746,513,112,11,1,0
2025-02-28 16:17:28,19.8411328125,166791,47.889804510929146,999.4451347169421,115.57416232453708,10,16,17,10,16,17,1746,513,112,11,1,0
2025-02-28 16:17:29,19.8360546875,167622,47.90148521764552,999.4364545241555,115.6472383162336,10,16,17,10,16,17,1746,513,112,11,1,0
2025-02-28 16:17:29,19.8423046875,167455,47.91451035631634,999.4333583448683,115.67330426393461,10,16,18,10,16,18,1797,528,116,9,2,0
2025-02-28 16:17:30,19.84953125,167289,47.909225548545024,999.4353760806803,115.65631745075437,10,16,18,10,16,18,1797,528,116,9,2,0
2025-02-28 16:17:31,19.8446484375,166296,47.90864632635849,999.4356421039183,115.6540778697199,10,16,18,10,16,18,1797,528,116,9,2,0
2025-02-28 16:17:32,19.8503125,166296,47.92774529646451,999.4298216415197,115.70307895191947,10,16,17,10,16,17,1758,509,120,8,2,0
2025-02-28 16:17:33,19.8565625,167622,47.9407729187123,999.431892361524,115.68564602849767,10,16,17,10,16,17,1758,509,120,8,2,0
2025-02-28 16:17:34,19.8505078125,166460,47.93391126499715,999.4301554876231,115.70026837509633,10,16,17,10,16,17,1758,509,120,8,2,0
2025-02-28 16:17:35,19.8565625,167289,47.9407729187123,999.4284474128065,115.7146482888179,10,15,17,10,15,17,1734,500,118,7,2,0
2025-02-28 16:17:36,19.8628125,167957,47.94151479746128,999.4270729856622,115.72621930914616,10,15,17,10,15,17,1734,500,118,7,2,0
2025-02-28 16:17:36,19.855390625,167289,47.940633822250845,999.4298892947506,115.70250939420318,10,15,17,10,15,17,1734,500,118,7,2,0
2025-02-28 16:17:37,19.8596875,167289,47.97186268396437,999.4286214653049,115.71318297743765,10,14,16,10,14,16,1758,504,112,4,2,0
