Timestamp, Count (per 10s)
2025-04-04T15:44:46.995541,2
2025-04-04T15:44:57.006103,6
2025-04-04T15:45:07.014697,6
2025-04-04T15:45:17.025182,3
2025-04-04T15:45:27.028254,7
2025-04-04T15:45:37.038775,3
2025-04-04T15:45:47.041659,2
2025-04-04T15:45:57.052156,6
2025-04-04T15:46:07.054395,3
2025-04-04T15:46:17.057435,7
2025-04-04T15:46:27.067925,4
2025-04-04T15:46:37.078436,3
