# Pulse Count Data - Collected on Raspberry Pi
Timestamp,Pulse Count (per 10s)
2025-04-04T15:28:14.039783,10
2025-04-04T15:28:24.050343,5
2025-04-04T15:28:34.060830,9
2025-04-04T15:28:44.071135,10
2025-04-04T15:28:54.081704,8
2025-04-04T15:29:04.084796,12
2025-04-04T15:29:14.094696,8
2025-04-04T15:29:24.105112,8
2025-04-04T15:29:34.108018,8
2025-04-04T15:29:44.118319,12
2025-04-04T15:29:54.121249,6
2025-04-04T15:30:04.124174,12
