Timestamp, Count (per 10s)
2025-04-04T15:41:05.882123,7
2025-04-04T15:41:15.892734,3
2025-04-04T15:41:25.903216,6
2025-04-04T15:41:35.906069,7
2025-04-04T15:41:45.908875,8
2025-04-04T15:41:55.919374,8
2025-04-04T15:42:05.929908,6
2025-04-04T15:42:15.940388,4
2025-04-04T15:42:25.950895,4
2025-04-04T15:42:35.961357,4
2025-04-04T15:42:45.971879,7
2025-04-04T15:42:55.982359,3
