# Pulse Count Data - Collected on Raspberry Pi
Timestamp,Pulse Count (per 10s)
2025-04-04T15:37:05.307962,8
2025-04-04T15:37:15.310501,9
2025-04-04T15:37:25.321000,8
2025-04-04T15:37:35.331432,3
2025-04-04T15:37:45.341935,6
2025-04-04T15:37:55.352424,13
2025-04-04T15:38:05.354705,7
2025-04-04T15:38:15.357467,11
2025-04-04T15:38:25.358666,8
2025-04-04T15:38:35.369105,7
2025-04-04T15:38:45.378639,5
2025-04-04T15:38:55.389080,10
