Timestamp, Count (per 10s)
2025-04-04T15:33:48.857186,3
2025-04-04T15:33:58.860144,9
2025-04-04T15:34:08.866649,3
2025-04-04T15:34:18.876984,6
2025-04-04T15:34:28.886648,10
2025-04-04T15:34:38.896999,9
2025-04-04T15:34:48.907470,9
2025-04-04T15:34:58.914713,7
2025-04-04T15:35:08.925220,14
2025-04-04T15:35:18.935699,8
2025-04-04T15:35:28.942712,8
2025-04-04T15:35:38.953174,6
